username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
TTCnotices;2018-06-30 07:47;1;1;"Route 32: Regular service has resumed westbound at Jane St.";;;;"1013026281238253569";https://twitter.com/TTCnotices/status/1013026281238253569
TTCnotices;2018-06-30 07:46;0;0;"Route 32: Detour westbound via Jane St and Emmett Ave due to a collision.";;;;"1013025877448413184";https://twitter.com/TTCnotices/status/1013025877448413184
TTCnotices;2018-06-30 07:38;0;2;"Route 511: Detour southbound via King St W, Spadina Ave and Queens Quay W while we fix a brake problem.";;;;"1013023892951191552";https://twitter.com/TTCnotices/status/1013023892951191552
TTCnotices;2018-06-30 06:37;0;3;"Line 3: Regular service has resumed.";;;;"1013008593996730368";https://twitter.com/TTCnotices/status/1013008593996730368
TTCnotices;2018-06-30 06:12;0;1;"Line 3: Minor delays due to an earlier signal problem. Shuttle buses are running.";;;;"1013002292134580224";https://twitter.com/TTCnotices/status/1013002292134580224
TTCnotices;2018-06-30 06:00;0;1;"Line 3: No service while we fix a signal problem. Shuttle buses are running.";;;;"1012999394843602944";https://twitter.com/TTCnotices/status/1012999394843602944
TTCnotices;2018-06-30 04:47;0;0;"Route 301: Regular service has resumed at Dufferin St.";;;;"1012980844682797056";https://twitter.com/TTCnotices/status/1012980844682797056
TTCnotices;2018-06-30 04:31;0;0;"Route 301: Detour westbound via Shaw St, King St W and Roncesvalles Ave due to a collision.";;;;"1012977022610673664";https://twitter.com/TTCnotices/status/1012977022610673664
TTCnotices;2018-06-30 04:29;0;0;"Route 301: Detour eastbound via King St W, Dufferin St and Queen St W due to a collision.";;;;"1012976421915037697";https://twitter.com/TTCnotices/status/1012976421915037697
TTCnotices;2018-06-30 01:55;0;0;"Line 2: Regular service has resumed eastbound at Lansdowne.";;;;"1012937531355291648";https://twitter.com/TTCnotices/status/1012937531355291648
TTCnotices;2018-06-30 01:47;0;0;"Line 2: Major delays eastbound near Lansdowne while we respond to an emergency alarm.";;;;"1012935593628758017";https://twitter.com/TTCnotices/status/1012935593628758017
TTCnotices;2018-06-30 01:41;1;1;"Line 1: Regular service has resumed northbound at Glencairn.";;;;"1012934171499679744";https://twitter.com/TTCnotices/status/1012934171499679744
TTCnotices;2018-06-30 01:40;1;0;"Line 1: Minor delays northbound near Glencairn while we respond to an emergency alarm.";;;;"1012933929064681472";https://twitter.com/TTCnotices/status/1012933929064681472
TTCnotices;2018-06-30 01:19;0;0;"Route 504: Regular service has resumed westbound at Springhurst Ave.";;;;"1012928502897827846";https://twitter.com/TTCnotices/status/1012928502897827846
TTCnotices;2018-06-30 00:54;0;0;"Route 504: Streetcars are not stopping westbound at Springhurst Ave while we respond to a medical emergency.";;;;"1012922287857852417";https://twitter.com/TTCnotices/status/1012922287857852417
TTCnotices;2018-06-29 23:20;1;1;"Eglinton West: Elevator back in service between Eglinton Ave W entrance and Line 1 northbound platform.";;;;"1012898590501560320";https://twitter.com/TTCnotices/status/1012898590501560320
TTCnotices;2018-06-29 22:42;0;1;"Line 2: Regular service has resumed westbound at St George.";;;;"1012889186637099009";https://twitter.com/TTCnotices/status/1012889186637099009
TTCnotices;2018-06-29 22:41;1;1;"Line 2: Major delays westbound near St George due to a security incident.";;;;"1012888816393351173";https://twitter.com/TTCnotices/status/1012888816393351173
TTCnotices;2018-06-29 22:10;1;1;"Line 1: Regular service has resumed at St Patrick.";;;;"1012881126669672448";https://twitter.com/TTCnotices/status/1012881126669672448
TTCnotices;2018-06-29 22:09;1;0;"Line 1: Major delays northbound near St Patrick while we respond to an emergency alarm.";;;;"1012880757952409600";https://twitter.com/TTCnotices/status/1012880757952409600
TTCnotices;2018-06-29 20:49;1;0;"Eglinton West: Elevator out of service between Eglinton Ave W entrance and Line 1 northbound platform. Alternatives: http://www.ttc.ca/Subway/Stations/Eglinton_West/Accessible_Alternative.jsp …";;;;"1012860550571683842";https://twitter.com/TTCnotices/status/1012860550571683842
TTCnotices;2018-06-29 19:35;0;1;"Attention customers: Line 1 has resumed regular service northbound at Queen.";;;;"1012842025392267266";https://twitter.com/TTCnotices/status/1012842025392267266
TTCnotices;2018-06-29 19:32;1;1;"Line 1: Minor delays northbound near Queen while we fix a mechanical problem.";;;;"1012841185952452608";https://twitter.com/TTCnotices/status/1012841185952452608
TTCnotices;2018-06-29 18:59;1;1;"Route 501: Regular service has resumed eastbound from Shaw St to Spadina Ave.";;;;"1012832875274784769";https://twitter.com/TTCnotices/status/1012832875274784769
TTCnotices;2018-06-29 18:53;0;0;"Route 161: Regular service has resumed at Dupont St.";;;;"1012831479792054272";https://twitter.com/TTCnotices/status/1012831479792054272
TTCnotices;2018-06-29 18:49;0;0;"Route 26: Regular service has resumed at Dovercourt Rd.";;;;"1012830474073493504";https://twitter.com/TTCnotices/status/1012830474073493504
TTCnotices;2018-06-29 18:49;0;0;"Route 26: Regular service has resumed at Dovercourt Rd.";;;;"1012830447200555010";https://twitter.com/TTCnotices/status/1012830447200555010
TTCnotices;2018-06-29 18:30;0;1;"Route 501: Detour eastbound via Shaw St, King St W and Spadina Ave while we fix a mechanical problem.";;;;"1012825675781279745";https://twitter.com/TTCnotices/status/1012825675781279745
TTCnotices;2018-06-29 18:23;0;0;"Route 161: Detour via Ossington Ave and Hallam St due to a collision.";;;;"1012823870569525248";https://twitter.com/TTCnotices/status/1012823870569525248
TTCnotices;2018-06-29 18:13;0;1;"Route 26: Detour westbound via Dovercourt Rd, Davenport Rd and Dufferin St due to a collision.";;;;"1012821485168103424";https://twitter.com/TTCnotices/status/1012821485168103424
TTCnotices;2018-06-29 18:12;1;0;"Route 26: Detour eastbound via Dufferin St, Hallam St and Ossington Ave due to a collision. # TTC";;;#;"1012821140236931072";https://twitter.com/TTCnotices/status/1012821140236931072
TTCnotices;2018-06-29 17:15;0;2;"Route 501: Regular service has resumed between Church St and Greenwood Ave.";;;;"1012806740310659072";https://twitter.com/TTCnotices/status/1012806740310659072
TTCnotices;2018-06-29 17:13;1;1;"Route 501: No service between Church St and Greenwood Ave due to a collision. Shuttle buses are running.";;;;"1012806361476943873";https://twitter.com/TTCnotices/status/1012806361476943873
TTCnotices;2018-06-29 17:07;0;1;"Route 501: Major delays at Jones Ave due to a collision.";;;;"1012804788017356801";https://twitter.com/TTCnotices/status/1012804788017356801
TTCnotices;2018-06-29 16:58;0;0;"Route 57: Regular service has resumed southbound from McNicoll Ave to Finch Ave E.";;;;"1012802444634488832";https://twitter.com/TTCnotices/status/1012802444634488832
TTCnotices;2018-06-29 16:19;1;0;"Route 502: Regular service has resumed between Kingston Rd and Bingham Loop.";;;;"1012792744497106944";https://twitter.com/TTCnotices/status/1012792744497106944
TTCnotices;2018-06-29 15:45;1;0;"Route 502: No service between Kingston Rd and Bingham Loop due to a collision.";;;;"1012784061838974976";https://twitter.com/TTCnotices/status/1012784061838974976
TTCnotices;2018-06-29 14:12;0;0;"Route 57: Detour southbound via Mcnicoll Ave, Kennedy Ave and Finch Ave E due to a collision.";;;;"1012760828460851200";https://twitter.com/TTCnotices/status/1012760828460851200
TTCnotices;2018-06-29 13:31;0;0;"Sheppard-Yonge: Elevator back in service between bus platform and north tunnel.";;;;"1012750377559699456";https://twitter.com/TTCnotices/status/1012750377559699456
TTCnotices;2018-06-29 12:56;0;2;"Route 501: Regular service has resumed between Roncesvalles Ave and Humber Loop.";;;;"1012741662978822144";https://twitter.com/TTCnotices/status/1012741662978822144
TTCnotices;2018-06-29 12:34;0;1;"Route 501: No service between Roncesvalles Ave and Humber Loop while we fix a mechanical problem.";;;;"1012736043223838722";https://twitter.com/TTCnotices/status/1012736043223838722
TTCnotices;2018-06-29 12:14;0;2;"Kipling: Elevator back in service";;;;"1012731155924299777";https://twitter.com/TTCnotices/status/1012731155924299777
TTCnotices;2018-06-29 11:29;0;0;"Route 60: Regular service has resumed eastbound and westbound from Islington Ave to Markbrook Lane/ Martin Grove Rd.";;;;"1012719639435071489";https://twitter.com/TTCnotices/status/1012719639435071489
TTCnotices;2018-06-29 11:29;0;0;"Route 45: Regular service has resumed northbound from Beaconhill Rd to Rowntree Rd.";;;;"1012719589959061504";https://twitter.com/TTCnotices/status/1012719589959061504
TTCnotices;2018-06-29 11:27;0;0;"Sheppard-Yonge: Elevator out of service between bus platform and north tunnel. Alternatives: http://www.ttc.ca/Subway/Stations/Sheppard-Yonge/Accessible_Alternative.jsp …";;;;"1012719258646740993";https://twitter.com/TTCnotices/status/1012719258646740993
TTCnotices;2018-06-29 11:24;0;0;"Sheppard West: Elevator back in service.";;;;"1012718566507008001";https://twitter.com/TTCnotices/status/1012718566507008001
TTCnotices;2018-06-29 11:07;0;1;"Route 512: Regular service has resumed between Vaughan Rd and St Clair Station.";;;;"1012714071718813698";https://twitter.com/TTCnotices/status/1012714071718813698
TTCnotices;2018-06-29 11:00;0;1;"Route 512: No service between Vaughan Rd and St Clair Station while we fix a mechanical problem. Shuttle buses are on the way.";;;;"1012712534217035776";https://twitter.com/TTCnotices/status/1012712534217035776
TTCnotices;2018-06-29 10:55;0;3;"Route 60: Detour eastbound via Martin Grove Rd, Gihon Spring Dr, Kidron Valley Dr, Kipling Ave and Markbrook Lane.";;;;"1012711119516065792";https://twitter.com/TTCnotices/status/1012711119516065792
TTCnotices;2018-06-29 10:54;0;2;"Route 60: Detour westbound via Finch Ave W, Kipling Ave, Kidron Valley Dr, Gihon Spring Dr and Martin Grove Rd due to police activity.";;;;"1012710885356425216";https://twitter.com/TTCnotices/status/1012710885356425216
TTCnotices;2018-06-29 09:18;0;2;"Route 111: Detour northbound via Redgrave Dr due to construction.";;;;"1012686787356119046";https://twitter.com/TTCnotices/status/1012686787356119046
TTCnotices;2018-06-29 09:01;0;1;". @ PRESTOcard self-serve reload machine at Eglinton West Station will be unavailable from May 29 to June 30 due to device replacement. During this time please load your card at another station, online at http://prestocard.ca or at select Shoppers Drug Mart locations.";;@;;"1012682575087796224";https://twitter.com/TTCnotices/status/1012682575087796224
TTCnotices;2018-06-29 08:52;0;3;"Route 501: Regular service has resumed eastbound from Spadina Ave to Shaw St.";;;;"1012680209018114053";https://twitter.com/TTCnotices/status/1012680209018114053
TTCnotices;2018-06-29 08:50;0;2;"Route 60: Regular service has resumed at Steeles and Weston.";;;;"1012679701402439681";https://twitter.com/TTCnotices/status/1012679701402439681
TTCnotices;2018-06-29 08:39;1;2;"Route 501: Detour eastbound via Shaw St, King St W and Spadina Ave while we respond to a medical emergency.";;;;"1012676986135810049";https://twitter.com/TTCnotices/status/1012676986135810049
TTCnotices;2018-06-29 07:56;2;1;"Route 501: Regular service has resumed between Long Branch Loop and Kipling Ave.";;;;"1012665990029639681";https://twitter.com/TTCnotices/status/1012665990029639681
TTCnotices;2018-06-29 07:35;1;1;"Route 46: Detour southbound via Belfield Rd, Kipling Ave and The Westway due to a collision.";;;;"1012660907275640832";https://twitter.com/TTCnotices/status/1012660907275640832
TTCnotices;2018-06-29 07:08;0;1;"Route 37B: Regular service has resumed at Steeles Loop.";;;;"1012654139317391360";https://twitter.com/TTCnotices/status/1012654139317391360
TTCnotices;2018-06-29 06:59;2;4;"Route 501: No service between Long Branch Loop and Kipling Ave while we fix a mechanical problem.";;;;"1012651878730158080";https://twitter.com/TTCnotices/status/1012651878730158080
TTCnotices;2018-06-29 06:21;2;0;"Route 37B: Detour via Friuli Ct due to a collision.";;;;"1012642202135269376";https://twitter.com/TTCnotices/status/1012642202135269376
TTCnotices;2018-06-29 05:37;1;0;"Route 45: Detour northbound via Annabelle Dr and Beaconhill Rd due to police activity.";;;;"1012631075309457408";https://twitter.com/TTCnotices/status/1012631075309457408
TTCnotices;2018-06-29 02:45;1;0;"Route 337: Detour turning back at Islington due to a collision at Steeles and Islington.";;;;"1012587909499838464";https://twitter.com/TTCnotices/status/1012587909499838464
TTCnotices;2018-06-29 02:24;0;2;"Route 60: Detour westbound via Rossdean Dr, Garyray Dr and Weston Rd due to a collision at Steeles and Weston.";;;;"1012582481772601345";https://twitter.com/TTCnotices/status/1012582481772601345
TTCnotices;2018-06-29 01:49;1;1;"Route 60: Detour via Gihon Spring Dr, Kidron Valley Dr, Kipling Ave, Finch Ave W and Islington Ave due to a collision @Steeles and Kipling.";;@Steeles;;"1012573810103635968";https://twitter.com/TTCnotices/status/1012573810103635968
TTCnotices;2018-06-29 01:42;2;1;"Route 45: Detour via Markbrook Lane, Steeles Ave W, Islington Ave and Finch Ave W due to a collision at Kipling and Steeles.";;;;"1012571899510091776";https://twitter.com/TTCnotices/status/1012571899510091776
TTCnotices;2018-06-28 23:01;1;2;"Route 501: Regular service has resumed westbound at O'Hara Avenue.";;;;"1012531457175285761";https://twitter.com/TTCnotices/status/1012531457175285761
TTCnotices;2018-06-28 21:47;1;2;"Route 501: Regular service has resumed westbound at Park Lawn Rd.";;;;"1012512947552378885";https://twitter.com/TTCnotices/status/1012512947552378885
TTCnotices;2018-06-28 21:23;0;2;"Route 501: Minor delays westbound near Park Lawn Rd due to police activity.";;;;"1012506691907268608";https://twitter.com/TTCnotices/status/1012506691907268608
TTCnotices;2018-06-28 21:16;0;2;"Route 501: Detour via Dufferin and King St W while we fix a mechanical problem.";;;;"1012505001699237889";https://twitter.com/TTCnotices/status/1012505001699237889
TTCnotices;2018-06-28 21:05;1;1;"Route 102: Regular service has resumed at Highway 7.";;;;"1012502236839243776";https://twitter.com/TTCnotices/status/1012502236839243776
TTCnotices;2018-06-28 20:28;0;1;"Route 102: Detour via Parkway, Wootten Way and Highway 7, due to a collision.";;;;"1012492949391839232";https://twitter.com/TTCnotices/status/1012492949391839232
TTCnotices;2018-06-28 20:08;0;1;"Route 102: Detour via Bullock, Laidlaw St and Highway 7, due to a collision.";;;;"1012487969041797126";https://twitter.com/TTCnotices/status/1012487969041797126
TTCnotices;2018-06-28 18:59;0;3;"Main Street: Elevator back in service between Main St east side entrance, concourse and Line 2 eastbound platform.";;;;"1012470527108304896";https://twitter.com/TTCnotices/status/1012470527108304896
TTCnotices;2018-06-28 18:00;1;1;"Sheppard West: Elevator out of service between Sheppard Ave W north side entrance and concourse. Alternatives: http://www.ttc.ca/Subway/Stations/Sheppard_West/Accessible_Alternative.jsp …";;;;"1012455653523193857";https://twitter.com/TTCnotices/status/1012455653523193857
TTCnotices;2018-06-28 16:59;0;1;"Main Street: Elevator out of service between concourse and Line 2 westbound platform. Alternatives: http://www.ttc.ca/Subway/Stations/Main_Street/Accessible_Alternative.jsp …";;;;"1012440397413519366";https://twitter.com/TTCnotices/status/1012440397413519366
TTCnotices;2018-06-28 16:59;0;1;"Kipling: Elevator out of service between bus platform and Line 2 platform. Alternatives: http://www.ttc.ca/Subway/Stations/Kipling/Accessible_Alternative.jsp …";;;;"1012440310306263046";https://twitter.com/TTCnotices/status/1012440310306263046
TTCnotices;2018-06-28 16:48;0;2;"Route 501: Regular service has resumed at Woodfield Rd.";;;;"1012437653084663808";https://twitter.com/TTCnotices/status/1012437653084663808
TTCnotices;2018-06-28 16:43;1;1;"Line 2: Regular service has resumed between Ossington and Broadview.";;;;"1012436460874752001";https://twitter.com/TTCnotices/status/1012436460874752001
TTCnotices;2018-06-28 16:41;0;1;"Route 501: Minor delays near Woodfield Rd while we fix a mechanical problem.";;;;"1012435965128953856";https://twitter.com/TTCnotices/status/1012435965128953856
TTCnotices;2018-06-28 16:36;4;8;"Line 2: No service between Ossington and Broadview while we deal with a trespasser on the tracks.";;;;"1012434626214858758";https://twitter.com/TTCnotices/status/1012434626214858758
TTCnotices;2018-06-28 15:04;1;0;"Line 2: Regular service has resumed between St George and Woodbine.";;;;"1012411420451966976";https://twitter.com/TTCnotices/status/1012411420451966976
TTCnotices;2018-06-28 15:00;1;1;"Line 2: No service between St George and Woodbine while we deal with a trespasser on the tracks.";;;;"1012410485495533568";https://twitter.com/TTCnotices/status/1012410485495533568
TTCnotices;2018-06-28 14:57;1;1;"Line 2: No service between Bloor-Yonge and Donlands while we deal with a trespasser on the tracks.";;;;"1012409660262047744";https://twitter.com/TTCnotices/status/1012409660262047744
TTCnotices;2018-06-28 14:25;0;0;"Line 1: Regular service has resumed northbound at St Clair West.";;;;"1012401561216126977";https://twitter.com/TTCnotices/status/1012401561216126977
TTCnotices;2018-06-28 14:19;1;0;"Line 1: Minor delays northbound near St Clair West while we respond to a medical emergency.";;;;"1012400100818194434";https://twitter.com/TTCnotices/status/1012400100818194434
TTCnotices;2018-06-28 13:04;0;0;"Vaughan: Elevator back in service between concourse and Line 1 platform.";;;;"1012381258641485825";https://twitter.com/TTCnotices/status/1012381258641485825
TTCnotices;2018-06-28 12:08;2;0;"Vaughan: Elevator out of service between concourse and Line 1 platform.";;;;"1012367213456572416";https://twitter.com/TTCnotices/status/1012367213456572416
TTCnotices;2018-06-28 11:34;0;0;"Kipling: Elevator back in service between bus platform and Line 2 platform.";;;;"1012358698352562176";https://twitter.com/TTCnotices/status/1012358698352562176
TTCnotices;2018-06-28 10:52;0;2;"Route 501: Regular service has resumed westbound from Bay St to University Ave.";;;;"1012348111950438400";https://twitter.com/TTCnotices/status/1012348111950438400
TTCnotices;2018-06-28 10:31;0;0;"Route 26: Regular service has resumed eastbound from Jane St to Colbeck St.";;;;"1012342798153117696";https://twitter.com/TTCnotices/status/1012342798153117696
TTCnotices;2018-06-28 10:29;0;0;"Route 35: Regular service has resumed northbound from Jane St to Colbeck St.";;;;"1012342113399443458";https://twitter.com/TTCnotices/status/1012342113399443458
TTCnotices;2018-06-28 10:19;0;0;"Route 26: Detour eastbound via Armadale Ave and Colbeck St due to a fire.";;;;"1012339616077103104";https://twitter.com/TTCnotices/status/1012339616077103104
TTCnotices;2018-06-28 10:14;1;3;"Route 501: Major delays westbound from Bay St to University Ave due to construction.";;;;"1012338536362790912";https://twitter.com/TTCnotices/status/1012338536362790912
TTCnotices;2018-06-28 09:44;1;0;"Route 35: Detour northbound via Armadale Ave and Colbeck St due to a fire.";;;;"1012330988469456896";https://twitter.com/TTCnotices/status/1012330988469456896
TTCnotices;2018-06-28 08:40;1;2;"Route 511: Regular service has resumed southbound at Nassau St (Toronto Western Hospital).";;;;"1012314810225168384";https://twitter.com/TTCnotices/status/1012314810225168384
TTCnotices;2018-06-28 08:33;1;1;"Route 511: Minor delays southbound at Nassau St (Toronto Western Hospital) while we respond to a medical emergency.";;;;"1012313153265336320";https://twitter.com/TTCnotices/status/1012313153265336320
TTCnotices;2018-06-28 07:40;1;3;"Route 54: Regular service has resumed westbound from Curlew Dr to Underhill Dr.";;;;"1012299752929746945";https://twitter.com/TTCnotices/status/1012299752929746945
TTCnotices;2018-06-28 07:26;1;2;"Line 2: Regular service has resumed eastbound from Greenwood to Kennedy.";;;;"1012296171958620160";https://twitter.com/TTCnotices/status/1012296171958620160
TTCnotices;2018-06-28 07:22;1;2;"Line 2: Minor delays eastbound from Greenwood to Kennedy while we fix a mechanical problem.";;;;"1012295138385653760";https://twitter.com/TTCnotices/status/1012295138385653760
TTCnotices;2018-06-28 06:56;1;3;"Route 54: Detour westbound via Railside Rd due to a collision at Lawrence at Curlew.";;;;"1012288713659781120";https://twitter.com/TTCnotices/status/1012288713659781120
TTCnotices;2018-06-28 06:36;2;1;"Route 501: Regular service has resumed westbound at Empire Ave.";;;;"1012283538924810240";https://twitter.com/TTCnotices/status/1012283538924810240
TTCnotices;2018-06-28 06:29;1;1;"Route 501: Minor delays westbound at Empire Ave while we fix a mechanical problem. Shuttle buses are on the way.";;;;"1012281868895576064";https://twitter.com/TTCnotices/status/1012281868895576064
